"review_id","star_rating","review_text","afinn_score","Sentiment"
104216,5,"The richest tasting licorice I've ever tasted.  And I'm a licorice lover.  These are very much like those my mom used to buy at Sears back in the 50's.  And slow to dessolve on the tongue so they last and last.  Highly recommended for the best licorice experience.<br />I'm not sure why someone said these were stale and stuck together.  They sell so fast you sometimes have to wait while more are made and shipped to Amazon.  Probably someone who dislikes everything.  On a scale from 1 to 10 these are a 20.  In fact these are so superior to other licorice that there is no comparison to be made.  I've tried just about all types, too.  So many of the Euro garbage licorice has ammonium chloride which smells and tastes weird and is bad for you.  This stuff is the old-fashioned pure hard licorice buttons that are no longer available anywhere else.  If anyone knows where I can get this product elsewhere for less money let me know.",-1,"Negative"
12678,1,"i did not want this item and it was placed in my order by error and the item cannot be canceled.  This is unacceptable when I do not want the item.  How can this be taken off my bill?",-2,"Negative"
159270,5,"I had a necrotic wound after abdominal surgery, nothing helped! I was grasping at straws and I read good things about wound honey so I gave it a go. It paid off, the wound stopped with the spreading of dead tissue and began to heal. I just ordered it again for a surgery in November.",-1,"Negative"
541355,1,"When I bought this I thought ""gee this is cheap, how bad could it be?"" Worse than I expected! It's super bitter, its gross. It's not even worth the little sum you pay for it, buyers beware. This is a bitter, bitter coffee.",-10,"Negative"
543005,1,"Because I am Hungarian, I've used this product all my life as I am a gormet Hungarian cook.  This particular product is very hard to find on grocery store shelves.  Typically, Hungarian Paprika should appear bright, deep orange.  This is an indication of freshness.  The paprika that I received was a brownish-bronze color.  I tasted it and it was very bitter.  I'll still use the product, but probably order from somewhere else.",-2,"Negative"
16302,5,"Green mountain coffee is just delicious..and the prices at amazon cannot be beat! The offer to get more than one box at a discounted rate makes it that much more convenient!",-1,"Negative"
21488,5,"I have no personal experience with Greenies but my dog loves them.  Her rating is grrrreat!",-1,"Negative"
248280,2,"Basically bought the candy as a present because of the Pop Rocks (meant a lot to the person who this gift was intended for).  No Pop Rocks were received although the shipping was quick.  Never would have bought it if I had known that it would be missing something that was pictured.",-1,"Negative"
332506,1,"This was shipped overnight via Fedex even though I only used my two-day prime shipping. It arrived early the next morning before I went to work. We could smell that something was not right. It arrived with an outer box and in an inner box. The inner box was wet in one corner. When we opened it, we could see that a few of the cans were open. It had such a foul stench that we just took it outside to the trash can immediately. The smell lingered in our home until we sprayed Lysol. It could not have just opened. This product had been rotting for some time. We will not buy any Roland sardines again. You get what you pay for, so I'm sticking with Crown Prince and Season products.",-1,"Negative"
39612,5,"Not bad as jerkey goes.<br />Yes, it has presevatives, but i'm not worried about those, I'll get cancer from something else before that.<br />Besides that, its Jerkey. Well seasoned and tastes great. Came fresh. The pieces may not be huge, but its the cheapest jerkey you can get while not killing the cow yourself.<br /><br />Enjoy!",-2,"Negative"
472241,4,"This coffee is flavorful but gentle, not harsh or bitter. Unfortunately, the filter inside the K-Cup seems to be a little weak. On about 1 in every 5 brewed cups, the filter has split inside and a significant amount of coffee grounds are deposited into the brewed cup of coffee. We CAREFULLY autopsied the K-Cup after noticing the grounds in the coffee and saw the split filter and only a few grounds remaining in the K-Cup.  We switch around brands and strengths throughout the day and this is the first Van Houtte coffee that we have purchased. We have not had the same problem with the K-Cups made by other brands of coffee roasters.",-5,"Negative"
237192,1,"We just made our first loaf in our 2 lb breadmaker (which usually produces awesome loaves of bread).  The bread never rose.  It turned out to be a very dense, 1/2 sized loaf with a horrible texture on top.  After reading our breadmaker trouble-shooting suggestions, I have to wonder if the yeast was old or the flour was old.  We'll try it again (since we still have 3 bags) but so far we are completely disappointed.",-1,"Negative"
111899,1,"If I could leave negative stars about this seller I would.<br /><br />I found this product last week while after getting a cookbook that was published by the Hodgson Mill company.  This product came up in my searches and was originally listed at 8.43 (0.0439 unit price).  In the desciption it said this was for 12 boxes of 16oz oat bran.  That correctly added up to the .0439 unit price 8.43/(12*16).  I sent an email to Hoosier Farms to make sure that was correct before dering becuase it was a really good deal and I waited until the next day but did not get a personal response.<br /><br />The following day after I sent the email I decided to go ahead and order this and I then saw that the price had increased to 10.22 with a unit price of .053229 but the description was unchanged, still had 12 boxes (16oz).  So I placed my order.<br /><br />I received my shipment last night and I only received 1 box of 16oz oat bran and then when I logged onto my account and checked I see that the decription had been changed to state it was for only one box with a unit price of 10.22.<br /><br />I will be returning this box ASAP since I can buy this same product locally for half the price.<br /><br />Bad, bad business practices. I will leave a bad review for Hoosier Farms everywhere I can.  If they had personally responded to my original email this could have been avoided",-10,"Negative"
157398,1,"I read all the reviews before buying this product.  I can not tell a difference by taking this supplement.  I think it may have caused upset stomach.  For the caling effect I have noticed nothing.  I have been taking a week and a half and will allow more time",-1,"Negative"
337927,1,"These were not at all what I had expected and only a few of the seeds have come out - I ordered 4 of these. I am disappointed.",-2,"Negative"
53931,5,"Will lay you back!! Puts me to sleep in no time.  Lightly sweetened with no bitter taste.  Couldn't be happier.",-4,"Negative"
374653,1,"I wrote a previous review and gave this five stars.  I did not know this chicken was from China.  What?  We have no organic chicken in the USA?  I am so disappointed with this product.  On my packages of Dogswell there is nothing about this being ""Made in China"".  I highly regret recommending this.  I encourage people considering this product to Google this product for information.",-3,"Negative"
332082,5,"I try to ride my mt bike every weekend.  I usually eat a granola bar before riding to give myself some energy.  I tried this shot and i felt better when climbng the hills.  I'm not sure if it's placebo effect, but i honestly felt more energetic and less tired when climbing up the hills.  I didn't experience any crash afterwards. I didn't mind the taste.  I just expected the worst taste and took a shot, but the taste wasn't that bad.  I wouldn't drink it for the taste, like i do with Red Bull, but not bad.  Anyways, if you need that extra ummppphhh in energy, this will do it for you.",-7,"Negative"
133693,1,"This chili has to be the worst chili I have ever eaten, what a waste of money.  It tasted of cloves or something.",-4,"Negative"
51082,5,"My daughters loves these, often trying to shovel a fist full in her mouth at a time.  They haven't killed her, so I'll give it the proper props.",-3,"Negative"
246724,1,"Acai Mango Zinger was one of my favorite teas EVER.....until I ordered this product from amazon, based on the picture of the box I recognized well.<br />http://www.amazon.com/gp/product/B004BRUE54/ref=oss_produc,<br /><br />The picture shows the regular Acai Mango Zinger, but what I got was Acai Mango Sweet Zinger Ice.  So I thought, how bad could that be?  Actually pretty bad.  The stevia makes this tea too sweet (for my tastes) and covers up the nice Acai Mango flavor.  What a shame.  I might as well be drinking sweet tea.<br />The other problem is that I contacted the merchant about this error, and still ... no reply.  And Amazon policy says I can't even return it.",-1,"Negative"
285074,5,"I used splenda for years,  a friend told me to go to amazon and get stevia.Best choice ever lost ten pounds and saved alot of money.",-1,"Negative"
464087,5,"The delivery was prompt and on time. The follow-up call to make sure the shipment arrived without delay and question of damage was excellent.",-1,"Negative"
1982,1,"I ordered this because I have had the Donut Shop coffee before and really enjoyed it and wanted to taste some of the other flavors they offered.  After receiving my order of the ""sampler"" pack, I was very disappointed! Over half my order was decaf coffee and I only got 2 cups of the flavored coffee; which was the main reason I ordered it.  I love this coffee but am disappointed in the so called sampler pack or ""the lack of variety"" pack!",-3,"Negative"
90926,1,"Bitter tasting peas.Mine came with the hemp bag as a sample and I'm definately not buying these.The company should stop sending these as a sample.",-3,"Negative"
372026,1,"First time order, cannot believe this was called ""green tea"". Very bad quality, do not waste your time and money.",-4,"Negative"
246844,5,"If you like Ginger and the wake up spice it leaves in your<br />mouth - this is it.  Don't be fooled by the slight powdered sugar coating...<br />thats more so it doesnt stick to the wrapping.  You can suck on them or chew them even though they are chews.  Actually they last real long when you don't chew them.<br />YUM YUM",-1,"Negative"
324774,5,"I love Old Bay seasoning! I use them in fries, chicken, crabs, and shrimps. Bought it without any mistake. Got it as expected. Don't listen to negative reviews that say too spicy! it's delicious even though it's spicy. Buy it!",-1,"Negative"
429314,2,"My bad, I fell for it - limited ingredients don't mean diddly unless the ingredients are good. I failed to squint and didn't notice it's more chicken meal than chicken -  apparently our dog is allergic to something in it and it gives him nasty gas, I do mean nasty.",-11,"Negative"
37764,1,"For the price they could have thrown in a container the lollipops came in a plastic bag!?!?! for the price a 99 cent container could have been added without the company losing much money",-3,"Negative"
3975,1,"This product gave me a horrible rash.  It contains both soybean oil and fragrance which are allergens.  They need to list allergens.",-5,"Negative"
413481,1,"The moths walk right on through. It was easier and you kill my more moths byt running around with a flyswatter.",-3,"Negative"
299825,1,"And we wonder why there is an obesity epidemic in this country? Because manufacturers ""Super Size"" junk and garbage food! One review here says their ""Family has been annoying them for a week!"". Really? They obviously have been drinking the Kool Aid and have been lead to believe this garbage if 'food.' It's not, and anyone who feeds their family, especially kids, this crap should be arrested for cruelty and child endangerment. High fructose corn syrup, artificial coloring and flavoring. And you think this is food? No wonder America is the most obese country in the world.",-9,"Negative"
128791,1,"If you have bought Betty Crocker Potato Buds in the past, you probably liked them and that is why you would consider buying a case of 12.  This is not that product!  Betty Crocker has retained the name, but completely changed the product inside the box.  These are no longer ""buds"", but flakes that make up into an awful, heavy, sticky, gummy, pasty, mass.  The box says, ""fluff with fork"" like it always has, but fluffing this stuff would be akin to trying to fluff thickened wallpaper paste.  Plus, even if you are oblivious to texture in your food and on your tongue, the flavor is unacceptable and leaves an unpleasant aftertaste.  Potato Buds have gone from the best instant mashed potatoes I have ever tasted to the very worst, without exaggeration.<br /><br />To literally add insult to injury, the representatives have defended these changes by talking about things like ""...coming into line with industry standards..."" and,<br />""...assuring continued availability...""?????  What?  Bottom line though, is that they, rather than taking their customer's responses under advisement, defend their position and indicate that they have no intention of changing back to the original formulation.  They have the effrontery to suggest that consumers who are complaining just didn't follow the directions correctly.  I made them a second time, before I threw out the rest of the box, just to make sure I had not made a mistake in following the directions.  Nope.  They came out just as bad the second time as the first.<br /><br />To find out what others have to say and to see the company's responses, go to bettycrocker.com, click on ""forums"" in the drop-down menu under ""home"" and check out the thread, ""New Potato Buds Are Terrible"".  While you're there, look at what they've done to ""Betty Crocker Supreme Brownie Mix.""  You won't want to buy that product, again, either.",-14,"Negative"
77673,2,"I was expecting a cross between soda and juice with this.  Turns out that it tastes just like apple juice.  There is no soda fizz and there isn't really any cherry flavor.  It isn't bad tasting ... but isn't anything special and I wouldn't buy it in mass.",-2,"Negative"
11990,5,"I added this to my order since I was going to be paying shipping charges anyway.  I didn't expect anything unusual.  There probably are as many jerk recipes as there are residents in Jamaica.  But this one surprised me pleasantly.  It wasn't full of sugar and added a really pleasant note to everything I cooked with it.  I will be buying it again.",-2,"Negative"
293453,1,"This product does not work at all, so don't waste your money and buy it. I regret buying this. I give this a -star, don't waste your time on this. They actually have products that work.  Try some  nopalina flax seed plus. It actually work in a few hours.",-4,"Negative"
375802,1,"I used this cream that went on smoothly and dissapeared rather quickly into the skin and although the smell was quite strong at first, I eventually got used to it, but after a couple of days I noticed huge cystic acne type bumps that broke out on my face only in the areas I having been using the cream. I was only spot treating, to help obtain an even skin tone but it did not help at all and caused more problems. I stopped using this tube long ago. And although it was cheap I am still quite upset that it failed!",-1,"Negative"
146937,1,"This coffee is lack of body and lack of aroma.  It is not worth the money at all.  Do not waste your money and time.",-3,"Negative"
35599,1,"These meals are so disgusting. I made all my baby food for my first kid, but I don't have time with the second kid. So I ordered a bunch of earth's best food. I wish I'd only ordered one pack to start with! This glob has a terrible consistency and a barely edible flavor... to me. The baby eats it if I heat them a bit. But there's no accounting for a baby's taste.",-3,"Negative"
178790,1,"I am incredibly embarrassed about this basket. Here I thought I was sending something of substance- based on the seller's description and the picture and the cost. My sister in law, who suffered an incredibly life threatening illness received this basket from my out of town family, thinking it was something for her to use to offer guests and local relatives a snack with tea when they visited. NO CHEESE IN THIS BASKET AND NOTHING EXPENSIVE. There were crackers and a school lunch size packet of chocolate chip cookies. I am so embarrassed. Many other companies offer less expensive baskets with greater goods. Don't order this basket. Barb DV.",-6,"Negative"
147721,1,"When you pay for 50 K-Cups you expect to receive 50 not 42.  The K-cups are expensive enough already.<br /><br />I think a new K-Cup counter needs to be hired at Amazon.",-1,"Negative"
324377,5,"smells terrible - intolerable<br />i am sure it smells different when cooked but<br /> this spice is by far the worst thing i have smelled in my life<br />it doesn't leave your nose either it stays there and you can even taste it<br />in your mouth-that's how strong it is - if you cant tolerate it , i suggest<br />you find a substitute for asafoetida... but it shipped promptly and it<br />has good quality, the problem is with the spice itself...so be careful<br />it will stink up your spice cabinet",-2,"Negative"
237479,1,"If you like the International Coffee's yea the powder from the small cans that has the sappy Hallmark commercials, you'll like this product. Or maybe if you are in the mood for Hot Cocoa and want to pay the high K-Cup price. Quite literally it's powdered instant coffee. Here's the ingredient list:<br /><br />  INGREDIENTS:SUGAR, ALKALIZED COCOA POWDER, CREAMER (HYDROGENATER COCONUT OIL, GLUCOSE SYRUP, SODIUM CASEINATE (FROM MIK), SODIUM POLYPHOSPHATE, DIPOTASSIUM PHOSPHATE, SODIUM STEAROYL-2-LACTYLATE, SILICON DIOXIDE), INSTANT COFFEE, MALTODEXTRIN, SALT, NATURAL AND ARTIFICIAL FLAVOR, SILICON DIOXIDE, SUCRALOSE. CONTAINS: MILK, SOY, TREE NUTS<br />CONTAINS: MILK, SOY, TREE NUTS<br /><br />I don't mind instant coffee desperate situations, but when I pay this fashionable price for some coffee, I want some actual coffee warranting this price. After you brew one of these and open up the K-Cup you'll notice a little bit of powder residue and no coffee grounds whatsoever as you would with the coffee K-Cups.<br />If the package listed powder in every place it listed coffee or mocha, I wouldn't fault them at all, but after tasting this product and opening the K-Cup and having no trace of 'coffee' anywhere I feel a little duped.<br />If cocoa is about 1/4th the price of regular coffee, this product should be also. Like I said initially if you like those 'International Coffee' deals, go for it, you should like this product...But will you like the price?",-1,"Negative"
451140,1,"I ordered this item and was told it would ship immediately. When it was getting closer to Christmas and still no item and no idea of when it would ship I tried to cancel the item. The shipper said it couldn't locate my item from amazon. SO when i sent them a second email showing my order ""miraculously"" they said it was already shipped and couldn't cancel. So sad. I will never order from them again.",-6,"Negative"
129590,2,"I have ordered Wicked Jack Rum Cakes in the past from Amazon and they were delicious.  However, last week I received a pack of 6 mini rum cakes and a chocolate 16 oz. cake.  And they all are dry and a bit hard.  I think they have been on the shelf too long.  I will never order again and take the chance.  I had to discard most of the cakes.",-2,"Negative"
381950,2,"We love Tete de Moine cheese.  The best way to serve it is to cut it using a girolle.  A full wheel of Tete de Moine is round which is why it works on a girolle. I ordered half a wheel and expected to get one cut horizontally so that it could be cut on a girolle.  This company cut it vertically so it can't be cut on a girolle.  I complained in an e-mail 2 weeks ago and haven't had a reply.",-1,"Negative"
525792,4,"I give it 4/5, losing one star for decreasing the ounces during the recession. An old trick, but still reliable, I guess.",-5,"Negative"
445678,1,"Dr Ozz recomended roast chicpeas as a healthier alternative to roasted nuts.<br />But these things are almost tasteless and so dry it takes a glass of water to wash even a few down.<br />I consider buying these a waste of money.",-4,"Negative"
299406,2,"First of all, the product does not look as pictured online.  The label is different.  Because I was thinking I was getting a new and different product from what I had in my cupboard, I ordered it, but alas, when it came it was the same Rodelle vanilla I've used in a 16 oz. bottle for the past 5 years with the same, to my eyes, tired label.  This vanilla is labeled ""bourbon"".  What is that all about?  I'm simply annoyed.  My old Rodelle with the same label, is not sub-labeled ""bourbon"".  This new stuff smells like vanilla, but who knows what someone has fiddled with in manufacturing this product.<br /><br />Do not order this vanilla if you want truth in advertising. I'll probably use it, but don't trust Amazon with aromatic extracts.",-1,"Negative"
408237,1,"I have three cans left of the Original Snows Clam Chowder and when I purchased the modified ""Snows Clam Chowder"" I knew right away something was terribly wrong so I compared the Original can with the modified version.<br />The original can says ""Authentic New England Clam Chowder"" and the modified can says ""New England Clam Chowder"".<br />Also the original can shows a sketch of a New England Trolling or Shrimp boat while the modified can shows a photograph of the soup in a bowl.<br />The original which was creamy and thick says ""Snows/Doxee Inc Cape May,NJ 08204-5400"" while the modified looks to be made with skim milk and very thin and little potatoes and clams says ""Bumble Bee Foods, LLC San Diego,CA 92186 USA. I think the clams are from Indonesia or Thailand or Vietnam or possibly made in these countries and shipped to the USA. Also the tuna that Bumble  Bee sells in those small cans is from Asian Countries and it is a watered down version with only 40% of the can has actual tuna while 60% is water. Not to go on a tangent but went to Costco and bought their Albacore Tuna cans made Costco Wholesale Corp. in Seattle, WA with the can comprising 99% of tuna and 1% of water.<br />I think Bumble Bee Co is the company owned by Nancy Pelosi and her husband. They own 5 companies that ""manufacture"", and believe me this junk they are passing off as New England Clam Chowder is manufactured, seafood products.<br />In this new modified version of Snows Clam Chowder the can still says the clams are from the New England coast which I feel is a lie.<br /><br />This present modified New England Clam Chowder is junk food and a distortion of what was a very good quality soup. I will no longer purchase this and all my friends whom I told to buy this product are now being told not too.",-3,"Negative"
530841,1,"This drink really tastes bad. Simple as that.  I buy their Lemon Lime and it's great, but the Peach Nectarine tastes like they just got the formula wrong.  After trying a few to see if it was just a bad can or two, I finally threw the remainder in the trash.",-3,"Negative"
7817,5,"I have been drinking hibiscus tea off and on since 1984.  When I went to Germany in 1984, my mother told me that it is quite popular there for blood pressure issues, so every day while I was there I drank it.  When I came back to the US I found it and drank it for a number of years.<br /><br />About a year ago my husband's blood pressure became elevated because of health problems he is experieincing.  So, I went to the local co-op and got some hibiscus tea.  Ever since he started drinking it his blood pressure has been in the normal range -- well under 120/80.",-2,"Negative"
484144,5,"Finally found a product that killed the onion grass in my lawn and flower beds, and it really worked by killing the nasty little bulbs underground.......thanks Amazon............",-7,"Negative"
457890,5,"Delicious, smooth coffee.  No bitterness with a delightful coffee taste.  I use it in an espresso pot and my drip coffee maker; however, be aware that if you have a fast running drip coffee maker such as ""Bunn"", this product will not work because it is too finely ground.",-1,"Negative"
63843,5,"Damn tasty, add a rich, mellow sweetness to a Manhattan. Unlike the day-glo, sharp and sickly-sweet abominations you often find, these are a welcome garnish to cocktails.<br /><br />Try a few on some vanilla ice cream. Damn tasty.",-2,"Negative"
303736,5,"If you have any problems with your joints try 1-2 teaspoons of Certo mixed in a small glass of purple grape juice twice a day. I was having trouble exercising because of my knee but after using this for just 1 week my knee is almost back to normal and I can do some exercises that I couldn't do before.",-4,"Negative"
299312,4,"One of the main things that worried me before i bought my first batch of loose leaf tea was that i didn't know the taste of the tea before i bought it. This dragonwell tea is the same tea i get served when i eat dim sum back in Hawaii. It's a really light and slightly sweet tea with a mild smell. It's perfect for me because i end up drink multiple cups of tea a day and the mild taste and smell makes it possible to drink often without getting sick of it. Everyone complains and debates about the quality of the tea. Okay for a few bucks for half a pound which will last forever you know you're not getting the finest quality tea. Get that in your head before you buy this. I did and was pleasantly surprised after the first few cups.<br /><br />Bottom line: If you want a light green tea that you can drink multiple times a day at a low cost this will be perfect for you.",-1,"Negative"
97385,5,"Only thing I can say is that this is my favorite cookie in the world, period.<br /><br />And I hate amazon! they ship 2 cases to me every two weeks at such a wonderful price. So they are so readily available whenever I crave for one and I finish two boxes in one serving with no guilt...",-1,"Negative"
472754,1,"I purchased these because the picture on the package looked really good.  You would not believe how awful they are.  If you are set on buying them, you will soon find out. The amount of cake you mix up looks like a tablespoon of cake batter and these have trans fat in them.  They taste awful and do absolutely nothing to satisfy a chocolate lover.<br /><br />There is nothing in them.  Waste of money.",-2,"Negative"
366138,5,"I purchased these Brazil Nuts from bergin two months ago. They are THE BEST!!! Bergin Nut Company is hands down the nut provider of choice. Now, I have to see if they have pistachio nuts.",-3,"Negative"
90141,5,"I tried a case and now I am hooked! It is such a refreshing drink and I don't have to try to cut open a coconut to get the authentic flavor. I will be ordering more real soon since I ran out of the first batch!!!<a href=""http://www.amazon.com/gp/product/B000LL0R8I"">Vita Coco 100% Pure Coconut Water, 11.1-Ounce Containers (Pack of 12)</a>",-1,"Negative"
285828,1,"This is the worst low carb bread I have tasted. It is tough and chewy and has a horrible aftertaste. I was going to use up what I had bought and just not not buy it again. But I can't even force this stuff down. It's that bad. If you want low carb buy the Health Express, Carb Crunchers or Julians Bakery low carb bread. They are all excellent low carb breads.",-5,"Negative"
26755,4,"Lemonade is a summer staple: Tasty, cold, refreshing ... and made with LOTS of sugar. This product is sweetened with Stevia, a natural but low calorie sweetener which to me, tastes a bit like saccharine, including the aftertaste.<br /><br />When you mix this powder with 16 ounces of cold water, you are not going to mistake the result for actual lemonade. It is much weaker, and has the stevia flavor. However, its not bad either, and the calorie savings makes it a serious alternative when you have a lemonade craving. We find that if we add a few drops of RealLemon juice to the mixture, it blunts the stevia taste somewhat. We'll be drinking a lot of this throughout the summer.",-2,"Negative"
32900,5,"My elderly Golden Retriever loves them and has no trouble biting them.  I recommend them highly.",-1,"Negative"
521801,5,"My 11 year old Golden Retriever has many allergies and must take pills to combat the itching. This product is just right for him, because I can easily put 2 pills into the pocket and pinch it closed.",-1,"Negative"
551577,2,"I will never order this product again from Amazon. I mean, our daughter loves this formula, and it's very useful when you aren't home and need to feed your baby. Unfortunately during the shipment they broke at least 10 bottles, and I found a mess inside the box. I suppose they should use a special packaging for it.",-1,"Negative"
225401,4,"The roses showed up quickly, so very little damage from lack of water/sunlight but they showed up with several flowers smaller than indicated on the picture, considerably smaller.<br />After putting them in water and letting then breathe a little, they grew to slightly bigger sizes but never got to the size of the pic.<br /><br />If you are within driving dance of a flower shop and your recipient is close, I would suggest going that route.<br />To much anonymity when you buy from this seller, so you have no idea what condition it is going to show up in.<br /><br />However, with that said, and my recipient being 4 states away from me, it is a much better price option buying from this seller than a normal flower shop.<br /><br />It as its pros and cons, but I will buy from them again.",-4,"Negative"
60702,1,"It may help you in the short run but it does damage to your heart in the long run. It also taste awful this side of Cherry 7Up. By the way,Yes I did drank this stuff so you can't say I never had this before. I give this 1 out of 10.",-3,"Negative"
326566,5,"These are making me lazy! This coffee is delicious and so easy to brew in the Keurig. And, even though it's not as cost-effective as buying coffee in larger quantities, it's still much cheaper than a coffee shop, and no prep, no mess, no clean-up.",-1,"Negative"
172183,5,"Cause Mr. Pimb and red vines are crazy mad delicious and four pounds is more then enough. Get Subscribe and save to get it the cheapest.",-3,"Negative"
360576,1,"HEED THE REVIEWS.<br /><br />This thing is TINY. Like... ridiculously small. My husband got this for me for Mother's Day. It came in the regular old amazon box. I opened the box and there was this tiny little thing inside, shrink wrapped and pathetic looking. Someone in the reviews said it ""was an embarrassment"" to give. That about sums it up. I didn't think it was possible to feel worse about my miscarriage, but then this pathetic thing arrived on my doorstep. Not only that, but it was delivered over a week late (we opted for 2 day shipping). The description doesn't bother to mention anything about the contents, so allow me: 15 small chocolate items. Small, small, small. There were 3 regular sized chocolate bars and the rest were miniatures.<br /><br />They sell those mini Ghirardelli squares for 50 cents at convenience stores. Yet somehow 4 of those, 3 chocolate bars, and some other miscellaneous minis stuffed haphazardly in a cheap, crappy basket and shrink wrapped in a shipping facility cost $40??<br /><br />I don't know how else to phrase it, this thing sucks.<br /><br />We learned our lesson with this ""gift basket"" stuff- BUY IN PERSON (same goes for flower arrangements).",-9,"Negative"
10575,5,"I initially bought this for my hair (crazy I know)after seeing it on a hair forum.  When it arrived, I chickened out and used it for cooking.  I am from Haiti and I use this on almost everything.  It has a slight nutty taste, easy to use.",-1,"Negative"
151066,4,"Scored this via WH deals and they were unusual in that they weren't yet past their BB date. Not too bad and nice and citrusy; last a decent amount of time and no odd textures or aftertastes",-3,"Negative"
532532,5,"First I'd like to let everyone know that this cd is a mispressing. Everything on the cover, to the booklet to the actual disc is labled Burning Star. But when played it plays Remnants Of War. So If you want the first Burning Star cd , you will have to buy Remnants Of War.If You're Looking for Remnants Of War,Then you already have it with this disc. Very sad that Century Media has mispressed the whole run of both of these discs'and presumably has no quality control. If these cd's were listened to before they were packaged and sent off to the distributor this error never would have occured.For shame.Enough of the negative.<br />Now On to the music. When I first picked up the original album on Combat, back in the day, I was blown away at how tight and technical this Texas Metal band was. They have a few elements in their sound reminicent of Iron Maiden/Yngwie Malmsteen/Black Sabbath. With a wild screaming singer having a unique tone all his own.<br />It's difficult to pick a favorite song but. One that has always stood out for me is Run With The Pack. I discovered the band while playing my Hell Comes To Your House album with Run With The Pack being one of the many great cuts on this lp. So I had to buy the rest of the album after hearing that one tune.<br />Every cut on this cd is great in it's own right. You won't be disappointed with the purchase of this cd. Plus you'll be forced to get the next one as well. As far as the remastering goes it's top notch. Such clarity was never heard on my old vinyl platter. The demos are a bit rough to listen to at first. But once you get into the original album, you'll want to see how some of these songs came to fruition. Enjoy Loud",-6,"Negative"
264802,1,"This product is a total rip off - it is just one pouch of food.  I ordered this with a bunch of other baby food products all of which were around the same price but contained multiple units.  I guess I didn't read this one carefully enough.  I can't even believe amazon would sell one pouch much less at this price.  Of course, now I am worried about ordering again because food cannot be returned.  Most expensive baby food i ever purchased!",-1,"Negative"
204615,5,"I don't know if God or Satan helped make these, but if I were pregnant, the child would be named Hershey lol!<br /><br />The thermometer in the next room said 84 degrees F, and the chocolates were not at all melty till they hit my mouth. And no waxy or coated feel to them, even so! At the same time, my bag of Reese's unwrapped mini peanut butter cups was turning into a stuck-together mess - but not these babies!",-1,"Negative"
146886,5,"Having tried many different ground coffee for my espresso maker this one is rich and tasty.<br />Where it really stands out for me and my family is there is no bitter taste that is present in a lot of other coffee we have tried.",-1,"Negative"
53089,5,"This stuff is exactly as described and I highly recommend you only use it in very small amounts.  I found myself going into a mild panic after I scooped a spoonful of it.",-1,"Negative"
292870,5,"Makes PHENOMENAL chai tea lattes if you've got a milk steamer. Add a few shots of espresso for a dirty chai and you've got a 4$ drink for under a buck. Can't beat it.",-2,"Negative"
294393,1,"I ordered the Maxwell House Sugar Free French Vanilla Coffee.  Instead of that, I got 4 cans of Decaf Vanilla coffee.  I wanted regular coffee, and nowhere does it say in the info or the image that you will get decaf instead.  I am very unhappy.",-1,"Negative"
237655,1,"This smelled like cat food and tasted horrible. Ate a little of one and threw the rest away",-1,"Negative"
554227,2,"FYI... When Amazon is having a 'hot fire' sale on Grocery products, BEWARE! They are simply trying to rid themselves of old inventory. This has happened to me twice and I'm just starting to catch on. This is a snack for babies/children and I wonder how Amazon expects a child, who may be eating this for the first time at five or six months, food that is nearing its expiration date.<br /><br />Amazon as an aside, if you continue the practice of selling products nearing their expiration date without giving customers the option of returning them, you are toying with a class action lawsuit. #JustSaying",-4,"Negative"
19553,1,"We switched to Canidae ALS after the tainted food scare.  We were very happy with our choice and I recommended this food to many people.  Then they changed the formula.  They made this major change without so much as a sticker slapped on the bag notifying their customers.  The change sent my dog into a tail spin.  Severe vomiting, diarrhea, hot spots and itching were the main symptoms.  And since she had always done so well in Canidae, I never dreamed it was the food.  After weeks of worry and meds and messes to clean plus prednisone for the scary hot spot (my vet shrieked when she saw it!) I started researching and a food change was the only thing that stopped the problems.  She lost 5 lbs. in a very short amount of time.  Canidae's customer service rep. blamed me for not transitioning properly!  Talk about adding insult to injury!  Not a good food for us and not a good company to deal with.  Wish I could give ZERO stars.",-7,"Negative"
474957,1,"My cats won't eat this food. I have been a Wellness cat food user for more than a decade. (I only feed the no-grain and no fish varieties.) My current cats have eaten a lot of Wellness, but they won't eat this. Even so, I think Wellness has some of the better cat foods on the market.<br /><br />One disappointment with Wellness foods in general from my perspective (not the cats'): is that they use guar gum and carageenan. They are considered to be gastrointestinal irritants. It is hard to find cat foods that don't use guar gum and carageenan. Tiki Cat is one vendor that offers such foods. Weruva's Paw Lickin' Chicken is another (however, it didn't seem to agree with one of my cats). Tiki Cat and Weruva's food look more appetizing than the new Wellness line.<br /><br />By the way, I don't offer my cats fish-based foods as they seem to vomit when they get those. That further limits options.<br /><br />For further info, google Lisa Pierson, DVM. She has some very enlightening writings on pet food.",-1,"Negative"
431032,1,"Burnt taste, bland and bitter with no character - maybe I was not lucky, but this is what was in my shipment of this coffee which I purcahsed based on Amazon reviews.<br />I e-mailed Caffe Appassionato directly asking to replace what could be a bad batch of coffee, but they never replied to me.",-3,"Negative"
564382,2,"My dogs love these, but I hate them because they give my 3 dogs terrible gas! They contain sorbitol which is very gas-causing. I haven't found that they do anything for my dogs' breath or teeth.",-3,"Negative"
